,Country,Year,df_CO2AVBUNK,df_CO2GDP,df_CO2GDPPPP,df_CO2MARBUNK,df_CO2POP,df_CO2TES,df_GHGFC,df_GHGFugi,df_GHGFCOil,df_GHGFCGas,df_GHGEnergy,df_GHGFCCoal
7430,Zimbabwe,2018,0.161034736,0.495,0.267,0,0.725,22.844,13.79444606,..,4.378176808,0,..,6.673881411
7431,Other Africa,2018,1.430887546,0.276,0.109,0.838127244,0.191,16.83,36.92552067,..,26.37245491,0,..,1.788989523
7432,Bangladesh,2018,1.237675935,0.312,0.109,0.409318388,0.543,50.688,92.42105439,6256.389578,28.37909543,53.12578954,98.67744397,8.059153721
7433,Brunei Darussalam,2018,0.258380623,0.559,0.278,0,16.459,46.929,7.189095116,1843.082043,2.005298724,5.183796391,9.03217716,0
7434,Cambodia,2018,0.467486916,0.462,0.158,0,0.639,33.101,11.22966537,..,6.962142962,0,..,3.475843179
7435,DPR of Korea,2018,0,2.208,0.611,0,2.46,82.821,64.12191409,..,2.93657735,0,..,61.04592063
7436,India,2018,12.80938085,0.877,0.263,5.168300784,1.692,59.555,2378.055644,91429.874,597.6918106,81.74807109,2469.485518,1653.871182
7437,Indonesia,2018,4.916410094,0.533,0.173,0.864510543,1.996,54.105,547.203411,112811.635,235.8772657,77.99450604,660.0150459,224.6323733
7438,Lao People's Democratic Republic,2018,0.172753973,1.017,0.353,0,2.51,74.143,18.44745907,..,3.402480314,0,..,14.56144989
7439,Malaysia,2018,7.755676724,0.653,0.262,1.342661931,7.042,58.311,230.5373267,17157.1552,79.56643617,62.08679251,247.6944819,88.75380879
7440,Mongolia,2018,0.117172806,1.574,0.573,0,6.679,88.757,21.50889201,..,4.223296313,0,..,17.27379075
7441,Myanmar,2018,0.222923378,0.427,0.117,0.003628899,0.575,32.275,34.41021847,..,20.04890261,7.670831485,..,2.959254903
7442,Nepal,2018,0.364823006,0.407,0.119,0,0.398,19.135,14.77099713,..,7.596253213,0,..,3.886211395
7443,Pakistan,2018,2.329733041,0.49,0.15,0.104398672,0.777,37.85,184.4791043,13486.8882,64.95831268,59.49486389,197.9659925,48.32048039
7444,Philippines,2018,4.863821591,0.341,0.142,0.26565842,1.173,50.133,130.8924656,1362.514775,54.60744334,8.530182215,132.2549803,65.4722731
7445,Singapore,2018,26.09749842,0.13,0.084,155.1696562,7.995,32.934,45.34072303,..,21.17898225,21.06791705,..,1.901996931
7446,Sri Lanka,2018,1.576037649,0.212,0.07,1.958503795,0.951,44.703,21.78238231,..,15.10117903,0,..,5.807457159
7447,Chinese Taipei,2018,9.681038212,0.482,0.234,4.205206562,11.78,54.568,281.6539808,..,70.22397116,52.77836964,..,155.5384109
7448,Thailand,2018,14.29930809,0.536,0.198,4.555761253,3.394,42.437,246.7897101,14308.93808,99.81276114,79.86080465,261.0986482,64.10654553
7449,Viet Nam,2018,3.386248183,0.81,0.277,0.575483504,2.502,66.56,241.470295,18434.49062,60.61358858,17.75579823,259.9047857,161.3507906
7450,Other Asia,2018,0.771698204,0.233,0.135,0.701845566,0.584,42.706,31.93363902,..,23.66271046,1.373199536,..,5.72415039
7451,People's Rep. of China,2018,31.13212997,0.722,0.449,37.66310739,6.978,72.14,9900.143538,478123.9738,1474.575388,527.2336599,10378.26751,7836.385382
7452,"Hong Kong, China",2018,21.35404167,0.128,0.096,34.84369754,5.791,72.171,43.47725062,..,10.98496584,6.766068765,..,25.64656651
7453,"China (incl. Hong Kong, China)",2018,52.48617164,0.708,0.442,72.50680493,6.972,72.141,9943.620788,478123.9738,1485.560354,533.9997286,10421.74476,7862.031949
7454,Argentina,2018,3.319860258,0.271,0.201,2.304625391,3.848,51.126,173.3088552,26953.97905,69.0057259,97.27074398,200.2628343,6.446226537
7455,Bolivia,2018,0.20312336,0.545,0.232,0,1.753,52.583,20.78430424,3724.028868,12.40439533,8.257222505,24.50833311,0.020413586
7456,Brazil,2018,7.488557295,0.228,0.137,9.254869824,1.954,33.985,427.5797376,34929.3399,277.920493,70.57357509,462.5090775,64.16585124
7457,Cuba,2018,0.124029721,0.284,0.092,1.316957097,2.289,62.562,26.20810555,579.815855,24.19861885,1.84699309,26.7879214,0.014544006
7458,Curaçao,2018,0.240730313,1.1,0.875,6.406256168,20.068,50.359,3.222899061,..,3.222899061,0,..,0
7459,Dominican Republic,2018,1.697062571,0.274,0.129,0,2.161,59.856,23.71146879,..,18.39601729,2.380361749,..,2.730408816
7460,Ecuador,2018,0.819605247,0.358,0.198,2.197793582,2.137,59.363,37.0007866,9612.441988,35.79609904,1.105652207,46.61322859,0
7461,El Salvador,2018,0.555524248,0.255,0.125,0,1.023,35.502,6.618643145,..,6.52272648,0,..,0.002117003
7462,Guatemala,2018,0.321384006,0.248,0.121,1.249693693,1.034,28.738,19.74852962,..,12.82984875,0,..,4.334062035
7463,Guyana,2018,0.062327158,0.504,0.251,0,3.086,63.382,2.470125214,0,2.453484122,9.4044e-05,2.470125214,0
7464,Haiti,2018,0.07168653,0.213,0.098,0,0.292,16.683,4.035608565,..,3.255602093,0,..,0
7465,Honduras,2018,0.136494453,0.345,0.165,0.09900403,0.837,35.776,8.889343268,..,8.311679912,0,..,0
7466,Jamaica,2018,0.698978167,0.56,0.313,0.853231671,2.941,67.888,8.39747003,..,7.66963553,0.469392601,..,0.214144437
7467,Nicaragua,2018,0.054687525,0.353,0.137,0,0.724,28.792,5.228535281,..,4.816074704,0,..,0
7468,Panama,2018,2.252048909,0.149,0.08,14.20318259,2.229,51.71,9.49810284,..,8.366836074,0.522107312,..,0.53644019
7469,Paraguay,2018,0.206114228,0.197,0.093,0,1.252,26.545,8.798973989,2.1894075,8.220181819,0,8.801163397,0.015598149
7470,Peru,2018,2.134917414,0.235,0.127,1.5758677,1.554,47.812,51.59498115,2863.76083,31.16178794,17.03290512,54.45874198,2.497484803
7471,Suriname,2018,0.139514358,0.411,0.219,0,3.591,55.755,2.16714151,..,2.147741399,0.010806077,..,0
7472,Trinidad and Tobago,2018,0.577407818,0.726,0.483,1.323726588,11.405,24.331,17.24776184,6430.592725,3.477350395,13.76657111,23.67835457,0
7473,Uruguay,2018,0.323300792,0.104,0.08,0.454383478,1.817,28.062,6.610872578,4.6091153,6.197401893,0.128749022,6.615481693,0.000449554
7474,Venezuela,2018,1.163764291,0.279,0.277,0.451824917,3.771,61.375,113.7621048,137934.5933,70.17474914,43.06505621,251.6966981,0.414424388
7475,Other Non-OECD Americas,2018,1.867217858,0.077,0.069,1.543414109,2.034,48.603,10.78939147,..,10.70256764,0.050597114,..,0.011450852
7476,Bahrain,2018,1.502023026,0.88,0.438,0.085645373,20.275,50.249,30.28427714,4549.423895,4.75704438,25.52723276,34.83370103,0
7477,Islamic Rep. of Iran,2018,2.392526297,1.243,0.459,4.472911442,6.649,52.301,574.3462192,182828.8597,194.7575422,374.4579639,757.1750789,4.948183877
7478,Iraq,2018,0.722221978,0.631,0.303,0.904249096,3.213,58.495,131.5498717,94000.97085,102.0774851,29.46837857,225.5508425,0
7479,Jordan,2018,1.235842079,0.559,0.246,0.01303109,2.197,60.294,23.2746965,902.300075,14.38858598,7.998875563,24.17699657,0.866103753
7480,Kuwait,2018,2.91470559,0.78,0.493,3.255003357,20.805,58.691,90.40274307,26416.1322,44.82863961,45.57410347,116.8188753,0
7481,Lebanon,2018,0.842487434,0.505,0.256,0,4.26,70.668,25.70526907,11.3256375,24.99106273,0,25.71659471,0.665810901
7482,Oman,2018,1.332029118,0.818,0.421,7.732121279,14.932,64.368,69.16392745,24044.32418,18.99774416,50.16618329,93.20825162,0
7483,Qatar,2018,6.647740269,0.501,0.339,0,30.078,47.698,83.59423693,30099.00925,15.79612742,67.79634458,113.6932462,0
7484,Saudi Arabia,2018,10.9102283,0.708,0.3,10.94484259,14.223,51.308,502.3562863,76493.84438,328.8213391,173.5332279,578.8501307,0
7485,Syrian Arab Republic ,2018,0.040180188,1.374,1.568,0.830789172,1.351,61.839,26.33464938,5330.983323,20.07693851,6.256227581,31.6656327,0.000780667
7486,United Arab Emirates,2018,21.77189593,0.414,0.247,53.09705705,18.065,51.105,166.4160373,35357.61785,46.33566489,112.3961283,201.7736552,7.676057467
7487,Yemen,2018,0.018301141,0.269,0.166,0.305021305,0.321,72.251,10.02005279,4672.309787,9.520500721,0.20260699,14.69236258,0.286886603
7488,Canada,2019,15.0385789,0.325,0.317,0.870756854,14.671,43.232,559.7031757,62087.31403,266.7554303,234.8718758,621.7904897,54.89580681
7489,Chile,2019,2.300329077,0.347,0.208,0.317591736,4.762,52.544,93.07828009,506.30357,49.28092604,10.42190405,93.58458366,32.18527611
7490,Colombia,2019,4.185855835,0.226,0.105,0.413057206,1.487,40.581,75.01751596,25414.3831,40.30150903,15.75978426,100.4318991,17.66885844
7491,Costa Rica,2019,0.713607832,0.117,0.079,0,1.484,35.953,7.715971527,..,7.660088438,0,..,0.000841003
7492,Mexico,2019,12.63544585,0.338,0.177,2.458773696,3.364,55.095,430.7994981,42955.52578,246.047109,139.4515012,473.7550238,42.71973053
7493,United States,2019,76.66115605,0.238,0.238,72.11990963,14.443,51.238,4820.988784,447416.2238,2043.090579,1662.681954,5268.405008,1078.203653
7494,Australia,2019,15.11199222,0.283,0.314,2.47356934,15.14,68.364,388.4283547,62188.59658,138.4998862,75.45105858,450.6169513,173.2523126
7495,Israel,2019,3.57719014,0.172,0.174,1.070236868,6.812,67.543,62.3001598,618.0445225,23.51136085,18.53262446,62.91820432,19.83622745
7496,Japan,2019,21.84494094,0.23,0.196,14.54365053,8.309,60.541,1057.905371,4714.13425,384.2139015,219.6068616,1062.619505,418.1013819
7497,Korea,2019,16.86313839,0.359,0.272,26.75170036,11.356,50.075,592.1896422,3432.424475,161.5196709,110.3255697,595.6220667,302.8713401
7498,New Zealand,2019,3.887274369,0.165,0.169,1.051847851,6.614,38.94,33.76236968,918.7712675,20.69489508,7.111645915,34.68114095,5.816740332
7499,Austria,2019,2.853606391,0.152,0.134,0.045424375,7.07,44.831,64.45717593,..,31.86016021,17.24500386,..,11.091314
7500,Belgium,2019,5.102132776,0.182,0.162,26.39344378,7.847,39.262,91.38902068,..,43.19464072,33.30468127,..,11.22451541
7501,Czech Republic,2019,1.245172413,0.444,0.234,0,8.975,53.546,97.65174491,..,21.60943316,16.42024795,..,56.62573585
7502,Denmark,2019,3.093811003,0.085,0.093,2.325196614,4.874,42.227,29.33453333,886.057635,16.9299862,6.423218938,30.22059096,3.625764811
7503,Estonia,2019,0.204998527,0.363,0.216,0.574859774,7.368,47.992,10.06122926,86.295985,3.154273461,0.89606907,10.14752525,5.607536121
7504,Finland,2019,2.496493902,0.16,0.161,1.067244399,7.369,29.218,42.3638217,..,20.51427675,4.438500614,..,14.88168602
7505,France,2019,18.59329079,0.112,0.1,5.480757441,4.331,28.918,300.2277541,1901.799228,174.8246006,84.81154755,302.1295533,29.0205475
7506,Germany,2019,29.30613408,0.179,0.155,4.296729953,7.767,51.953,655.1809677,4387.793275,242.5832084,170.0508529,659.568761,219.2762219
7507,Greece,2019,3.384588354,0.278,0.188,8.105512596,5.282,61.284,57.48433612,..,33.68691046,9.442349922,..,13.79044028
7508,Hungary,2019,0.830115042,0.308,0.146,0,4.653,40.739,46.50061227,..,19.27543651,18.37553741,..,7.101670689
7509,Iceland,2019,0.932520308,0.079,0.085,0.202501388,4.54,6.501,1.670284955,..,1.665447403,0,..,0
7510,Ireland,2019,3.241199327,0.091,0.082,0.434896786,6.881,59.221,34.42990626,..,18.74812776,10.5473764,..,4.476086202
7511,Italy,2019,11.87999091,0.161,0.132,8.522624418,5.179,49.593,314.9650578,4759.994045,139.6936178,141.3211785,319.7250518,25.77121299
7512,Latvia,2019,0.46735483,0.228,0.126,0.913457529,3.663,37.323,7.397887827,..,4.191929697,2.560039931,..,0.16214958
7513,Lithuania,2019,0.36678798,0.232,0.115,0.620270746,3.993,35.013,11.59217273,..,8.198733644,2.131619545,..,0.817225508
7514,Luxembourg,2019,1.793648053,0.138,0.135,0,14.639,55.005,9.287805948,..,7.259815121,1.617506841,..,0.183852209
7515,Netherlands,2019,11.75307556,0.174,0.156,35.71008936,8.416,48.682,147.5417151,172.149037,49.05248326,69.27460017,147.7138641,25.01350677
7516,Norway,2019,1.640362006,0.091,0.112,0.986006212,7.002,31.965,38.11792034,934.9439903,21.38275169,12.14726464,39.05286433,2.999759037
7517,Poland,2019,3.221405785,0.503,0.235,0.855537085,7.482,65.438,294.0855888,1582.69355,81.11608183,31.79958475,295.6682824,172.8548551
7518,Portugal,2019,4.365082787,0.19,0.124,3.059632523,4.116,46.479,43.27127628,..,25.03002293,11.86517615,..,4.97474732
7519,Slovak Republic,2019,0.135277869,0.298,0.162,0,5.433,41.474,30.1869043,..,10.2377755,8.207626508,..,10.19155311
7520,Slovenia,2019,0.08130215,0.262,0.173,0.599910323,6.306,46.233,13.50748959,41.5214875,6.832982726,1.717342158,13.54901107,4.397688228
7521,Spain,2019,14.27490338,0.176,0.13,22.80282581,4.943,45.852,236.430793,..,142.3040036,71.11341559,..,18.98257431
7522,Sweden,2019,2.665499337,0.061,0.064,6.413634142,3.27,16.324,35.53668717,45.3515675,22.92090043,1.441657893,35.58203874,6.480611363
7523,Switzerland,2019,5.573438279,0.048,0.061,0.008261121,4.157,34.829,36.54870672,..,24.84524134,6.953579144,..,0.382958932
7524,Republic of Türkiye,2019,13.18653045,0.368,0.157,2.835443686,4.437,59.735,370.1974794,..,114.596407,84.81419072,..,164.8739919
7525,United Kingdom,2019,35.26567733,0.106,0.113,7.147186221,5.061,48.309,342.9512444,8016.3678,156.8792169,156.2722802,350.9676122,23.10167621
7526,Albania,2019,0.064564547,0.314,0.106,0.098315962,1.425,41.634,4.199642705,..,3.476635395,0.135422501,..,0.503845952
7527,Armenia,2019,0.217493471,0.455,0.165,0,2.075,41.122,5.98571253,..,1.078098556,4.86674129,..,0.011338875
7528,Azerbaijan,2019,0.966212549,0.619,0.228,0.096720698,3.311,49.609,33.46655704,8546.183047,11.03978438,22.26613888,42.01274009,0
7529,Belarus,2019,0.572921067,0.939,0.309,0,5.882,51.104,56.13910143,..,17.01059107,35.17931238,..,3.528933432
7530,Bosnia and Herzegovina,2019,0.028379267,1.111,0.437,0,6.176,68.686,21.35070554,..,4.836214123,0.441059578,..,15.64937063
7531,Bulgaria,2019,0.71299612,0.662,0.255,0.237502846,5.452,49.537,38.79705601,..,12.82570398,4.7397307,..,20.42279814
7532,Croatia,2019,0.597508586,0.268,0.137,0.077911033,3.774,42.687,15.91401679,..,9.180752803,4.469595634,..,1.694730941
7533,Cyprus,2019,0.930841518,0.256,0.188,0.884087885,7.308,67.596,6.485869409,..,6.274068017,0,..,0.0686222
7534,Georgia,2019,0.310745805,0.536,0.178,0.006628938,2.561,44.607,9.741979563,..,3.700888741,4.94041884,..,1.011668232
7535,Gibraltar,2019,0.025423125,0.468,0.542,13.28663908,21.718,64.504,0.729315494,..,0.692301591,0.037013902,..,0
7536,Kazakhstan,2019,1.43960998,0.939,0.425,0.496573801,10.669,64.557,200.1161437,56855.81085,38.08393311,30.87936132,256.9719545,131.1354159
7537,Kosovo,2019,0.007434212,1.141,0.429,0,4.812,77.141,8.801460486,..,2.271397044,0,..,6.397790278
7538,Kyrgyzstan,2019,0.030532836,1.151,0.306,0,1.408,54.033,9.281695496,..,4.361293405,0.588270413,..,4.331474758
7539,Malta,2019,0.493395774,0.115,0.076,7.27774427,3.291,54.576,1.679698952,..,0.957931971,0.718490262,..,0
7540,Republic of Moldova,2019,0.158139403,0.911,0.269,0,3.109,49.488,8.588667676,..,2.829502484,5.095070487,..,0.436790375
7541,Montenegro,2019,0.07378801,0.544,0.217,0,4.182,57.046,2.676321528,..,1.059723081,0,..,1.566027371
7542,Republic of North Macedonia,2019,0.083675147,0.711,0.249,0,3.83,67.36,8.099987829,..,3.131497569,0.571351301,..,4.325396256
7543,Romania,2019,0.456871146,0.322,0.133,0.106107066,3.618,50.681,71.98125921,6251.808825,28.59536867,19.85951508,78.23306803,21.32329152
7544,Russian Federation,2019,17.52464992,1.122,0.434,33.82182224,11.359,50.707,1652.096868,523010.809,318.6361937,855.4372692,2175.107677,433.148616
7545,Serbia,2019,0.426494329,0.992,0.371,0.050759294,6.517,70.683,45.96635108,..,9.729529798,4.070305721,..,31.81552681
7546,Tajikistan,2019,0.124060504,0.665,0.207,0,0.74,46.725,7.032645614,..,2.921263485,0.456090981,..,3.655291147
7547,Turkmenistan,2019,1.020534024,1.326,0.623,0,9.585,59.588,59.3748563,132518.5933,19.75906637,39.61348886,191.8934496,0
7548,Ukraine,2019,0.372363952,1.672,0.349,0,3.839,45.547,172.3111944,6033.940053,30.29713136,49.22053754,178.3451345,91.99709377
7549,Uzbekistan,2019,0.392238646,1.044,0.43,0,3.324,56.645,112.4912511,20551.17567,11.35254418,92.78803089,133.0424268,8.350359299
7550,Former Soviet Union (if no detail),2019,..,..,..,..,..,..,..,..,..,..,..,..
7551,Former Yugoslavia (if no detail),2019,..,..,..,..,..,..,..,..,..,..,..,..
7552,Algeria,2019,1.440671769,0.802,0.279,0.084980283,3.333,53.952,143.5692241,87080.21083,58.56996315,84.44967624,230.6494349,0.548005111
7553,Angola,2019,0.937925783,0.193,0.109,1.041795001,0.659,37.545,23.23001355,20001.13065,19.03678091,2.49664251,43.2311442,0
7554,Benin,2019,0.067955354,0.5,0.186,0.001299603,0.577,32.088,7.940907884,5.59368,6.895144448,0.110875249,7.946501564,0.25007304
7555,Botswana,2019,0.049422164,0.444,0.194,0,2.88,65.224,7.452285423,0.971817,3.018485007,0,7.45325724,4.273239202
7556,Cameroon,2019,0.052594489,0.178,0.073,0,0.259,16.171,8.901932825,6401.53766,5.385620471,1.398592883,15.30347049,0
7557,Congo,2019,0.10145481,0.368,0.194,0,0.645,26.222,4.075306358,10514.44752,1.691206588,1.93707459,14.58975388,0
7558,Côte d'Ivoire,2019,0.548490907,0.184,0.078,0.271045412,0.411,25.004,12.26197298,1071.865728,6.771342509,4.094133775,13.33383871,0
7559,Dem. Rep. of Congo,2019,0.384928966,0.048,0.027,0,0.025,1.718,8.389532603,1564.500717,2.263475059,0,9.95403332,0
7560,Egypt,2019,2.091566445,0.488,0.146,1.291885584,1.842,50.506,196.5444994,28884.13958,85.07320372,102.5803353,225.428639,8.465632321
7561,Equatorial Guinea,2019,0.119803848,0.303,0.142,0,1.963,37.985,3.097855906,5116.77325,0.780670679,2.282936068,8.214629156,0
7562,Eritrea,2019,0.028700177,0.258,0.098,0.06930214,0.168,15.22,0.759789753,0.3352965,0.594186123,0,0.7601250495,0
7563,Kingdom of Eswatini,2019,0.005574312,0.266,0.111,0,1,23.138,1.320891384,0,1.005137751,0,1.320891384,0.186360879
7564,Ethiopia,2019,2.614866229,0.164,0.062,0,0.127,7.717,27.79241508,5.40147,12.92831071,0,27.79781655,1.707535326
7565,Gabon,2019,0.133618691,0.149,0.075,0.509512469,1.03,11.196,2.942392872,8944.719581,1.464538826,0.856228587,11.88711245,0
7566,Ghana,2019,0.770037558,0.283,0.096,0.022956968,0.56,37.723,18.72224058,2408.03956,13.80494113,4.123410713,21.13028014,0
7567,Kenya,2019,2.139723279,0.196,0.078,0.149761542,0.324,14.281,20.15854166,21.2014475,15.34959739,0,20.17974311,1.4505865
7568,Libya,2019,0.157142547,0.733,0.26,0.905655509,6.799,42.973,45.30676302,52056.913,28.88698537,16.33621909,97.36367602,0
7569,Madagascar,2019,0.14886415,0.294,0.089,0.022666399,0.141,10.469,5.615065641,0,3.024492487,0,5.615065641,0.897479679
7570,Mauritius,2019,0.90196532,0.301,0.145,2.06107682,3.297,67.699,4.232689624,..,2.578162568,0,..,1.638623355
7571,Morocco,2019,2.468519065,0.534,0.218,0.430905951,1.818,70.785,66.97597239,111.56481,37.54833454,2.04400189,67.0875372,26.52748959
7572,Mozambique,2019,0.08190685,0.356,0.163,0.029852094,0.214,14.377,8.238549867,3414.105343,4.585649147,1.923376932,11.65265521,0.044817357
7573,Namibia,2019,0.113751778,0.338,0.156,0,1.552,44.539,3.915999172,1.3219128,3.798809199,0,3.917321085,0.060238113
7574,Niger,2019,0.139354801,0.173,0.073,0,0.09,14.819,3.048289757,248.7125795,1.825424613,0.072978748,3.297002337,0.244675063
7575,Nigeria,2019,2.080470209,0.198,0.1,1.077634381,0.499,15.118,141.6242811,77737.29283,65.62898355,30.99006837,219.3615739,6.694011282
7576,Rwanda,2019,0.173582291,0.116,0.048,0,0.101,6.811,2.181936496,0,1.076936336,0.11176255,2.181936496,0.131813843
7577,Senegal,2019,0.602225944,0.368,0.151,0.625001812,0.519,40.625,8.712396175,6.767795,6.664511896,0.035537183,8.71916397,1.688413578
7578,South Africa,2019,4.91482141,1.223,0.559,9.575523739,7.567,81.319,444.8616139,33203.12361,69.84494555,4.245638912,478.0647375,369.6344911
7579,South Sudan,2019,0.23370499,0.149,0.135,0,0.175,55.21,1.912236862,2206.004023,1.845963318,0,4.118240885,0
7580,Sudan,2019,0.539893397,0.233,0.115,0.055443326,0.455,23.699,22.19155732,2321.79733,19.97736258,0,24.51335465,0
7581,United Rep. of Tanzania,2019,0.476773807,0.229,0.092,0.068452459,0.237,13.797,19.92520071,225.3999675,9.438241713,3.483445888,20.15060068,1.4565091
7582,Togo,2019,0.178578546,0.191,0.078,0.006417043,0.159,9.316,1.838935435,4.4612008,1.149983959,0.189752644,1.843396636,0
7583,Tunisia,2019,0.929396825,0.533,0.201,0.030924911,2.181,55.553,26.76363232,2180.85773,13.47079766,13.00213944,28.94449005,0
7584,Uganda,2019,0.343419038,0.149,0.052,0,0.125,6.585,9.315240508,0,5.489477968,0,9.315240508,0
7585,Zambia,2019,0.087699895,0.228,0.089,0,0.299,11.836,7.469490939,..,3.223589756,0,..,2.340267125
7586,Zimbabwe,2019,0.16155691,0.484,0.261,0,0.653,21.277,12.9419168,..,3.988528771,0,..,6.155040985
7587,Other Africa,2019,1.499763555,0.287,0.114,0.821433278,0.201,17.745,39.3637076,..,28.75657225,0,..,1.814347281
7588,Bangladesh,2019,1.306361719,0.295,0.103,0.44157807,0.549,48.182,94.38670557,6264.265445,26.72573793,55.70741105,100.650971,9.133933324
7589,Brunei Darussalam,2019,0.3448317,0.502,0.25,0,15.208,38.981,6.708262113,2050.800862,1.94634097,4.10987725,8.759062975,0.652043891
